emotion	scale	emotion_id	scale_id	prog_id	key	chord_name
Uneasiness	Ionian	4	3	50	Db	A7-Dmaj7
Uneasiness	Ionian	4	3	50	E	C7-Fmaj7
Uneasiness	Ionian	4	3	50	Eb	B7-Emaj7
Uneasiness	Ionian	4	3	50	F	Db7-F#maj7
Uneasiness	Ionian	4	3	50	F#	D7-Gmaj7
Uneasiness	Ionian	4	3	50	G	Eb7-Abmaj7
Uneasiness	Ionian	4	3	52	A	E7-Ebm7b5-Dm7-Dbm7
Uneasiness	Ionian	4	3	52	Ab	Eb7-Dm7b5-Dbm7-Cm7
Uneasiness	Ionian	4	3	52	B	F#7-Fm7b5-Em7-Ebm7
Uneasiness	Ionian	4	3	52	Bb	F7-Em7b5-Ebm7-Dm7
Uneasiness	Ionian	4	3	52	C	G7-F#m7b5-Fm7-Em7
Uneasiness	Ionian	4	3	52	D	A7-Abm7b5-Gm7-F#m7
Uneasiness	Ionian	4	3	52	Db	Ab7-Gm7b5-F#m7-Fm7
Uneasiness	Ionian	4	3	52	E	B7-Bbm7b5-Am7-Abm7
Uneasiness	Ionian	4	3	52	Eb	Bb7-Am7b5-Abm7-Gm7
Uneasiness	Ionian	4	3	52	F	C7-Bm7b5-Bbm7-Am7
Uneasiness	Ionian	4	3	52	F#	Db7-Cm7b5-Bm7-Bbm7
Uneasiness	Ionian	4	3	52	G	D7-Dbm7b5-Cm7-Bm7
Uneasiness	Ionian	4	3	53	A	E7-Dbm7
Uneasiness	Ionian	4	3	53	Ab	Eb7-Cm7
Uneasiness	Ionian	4	3	53	B	F#7-Ebm7
Uneasiness	Ionian	4	3	53	Bb	F7-Dm7
Uneasiness	Ionian	4	3	53	C	G7-Em7
Uneasiness	Ionian	4	3	53	D	A7-F#m7
Uneasiness	Ionian	4	3	53	Db	Ab7-Fm7
Uneasiness	Ionian	4	3	53	E	B7-Abm7
Uneasiness	Ionian	4	3	53	Eb	Bb7-Gm7
Uneasiness	Ionian	4	3	53	F	C7-Am7
Uneasiness	Ionian	4	3	53	F#	Db7-Bbm7
Uneasiness	Ionian	4	3	53	G	D7-Bm7
Joyful	Ionian	3	3	54	A	E7-F#m7
Joyful	Ionian	3	3	54	Ab	Eb7-Fm7
Joyful	Ionian	3	3	54	B	F#7-Abm7
Joyful	Ionian	3	3	54	Bb	F7-Gm7
Joyful	Ionian	3	3	54	C	G7-Am7
Joyful	Ionian	3	3	54	D	A7-Bm7
Joyful	Ionian	3	3	54	Db	Ab7-Bbm7
Joyful	Ionian	3	3	54	E	B7-Dbm7
Joyful	Ionian	3	3	54	Eb	Bb7-Cm7
Joyful	Ionian	3	3	54	F	C7-Dm7
Joyful	Ionian	3	3	54	F#	Db7-Ebm7
Joyful	Ionian	3	3	54	G	D7-Em7
Uneasiness	Ionian	4	3	55	A	E7-Cmaj7
Uneasiness	Ionian	4	3	55	Ab	Eb7-Bmaj7
Uneasiness	Ionian	4	3	55	B	F#7-Dmaj7
Uneasiness	Ionian	4	3	55	Bb	F7-Dbmaj7
Uneasiness	Ionian	4	3	55	C	G7-Ebmaj7
Uneasiness	Ionian	4	3	55	D	A7-Fmaj7
Uneasiness	Ionian	4	3	55	Db	Ab7-Emaj7
Uneasiness	Ionian	4	3	55	E	B7-Gmaj7
Uneasiness	Ionian	4	3	55	Eb	Bb7-F#maj7
Uneasiness	Ionian	4	3	55	F	C7-Abmaj7
Uneasiness	Ionian	4	3	55	F#	Db7-Amaj7
Uneasiness	Ionian	4	3	55	G	D7-Bbmaj7
Uneasiness	Ionian	4	3	56	A	E7-Bbmaj7
Uneasiness	Ionian	4	3	56	Ab	Eb7-Amaj7
Uneasiness	Ionian	4	3	56	B	F#7-Cmaj7
Uneasiness	Ionian	4	3	56	Bb	F7-Bmaj7
Uneasiness	Ionian	4	3	56	C	G7-Dbmaj7
Uneasiness	Ionian	4	3	56	D	A7-Ebmaj7
Uneasiness	Ionian	4	3	56	Db	Ab7-Dmaj7
Uneasiness	Ionian	4	3	56	E	B7-Fmaj7
Uneasiness	Ionian	4	3	56	Eb	Bb7-Emaj7
Uneasiness	Ionian	4	3	56	F	C7-F#maj7
Uneasiness	Ionian	4	3	56	F#	Db7-Gmaj7
Uneasiness	Ionian	4	3	56	G	D7-Abmaj7
Epic	Mixolydian	2	5	57	A	E7-Gmaj7
Epic	Mixolydian	2	5	57	Ab	Eb7-F#maj7
Epic	Mixolydian	2	5	57	B	F#7-Amaj7
Epic	Mixolydian	2	5	57	Bb	F7-Abmaj7
Epic	Mixolydian	2	5	57	C	G7-Bbmaj7
Epic	Mixolydian	2	5	57	D	A7-Cmaj7
Epic	Mixolydian	2	5	57	Db	Ab7-Bmaj7
Epic	Mixolydian	2	5	57	E	B7-Dmaj7
Epic	Mixolydian	2	5	57	Eb	Bb7-Dbmaj7
Epic	Mixolydian	2	5	57	F	C7-Ebmaj7
Epic	Mixolydian	2	5	57	F#	Db7-Emaj7
Epic	Mixolydian	2	5	57	G	D7-Fmaj7
Depressive	Ionian	0	3	58	A	E7-Fmaj7
Depressive	Ionian	0	3	58	Ab	Eb7-Emaj7
Depressive	Ionian	0	3	58	B	F#7-Gmaj7
Depressive	Ionian	0	3	58	Bb	F7-F#maj7
Depressive	Ionian	0	3	58	C	G7-Abmaj7
Depressive	Ionian	0	3	58	D	A7-Bbmaj7
Depressive	Ionian	0	3	58	Db	Ab7-Amaj7
Depressive	Ionian	0	3	58	E	B7-Cmaj7
Depressive	Ionian	0	3	58	Eb	Bb7-Bmaj7
Depressive	Ionian	0	3	58	F	C7-Dbmaj7
Depressive	Ionian	0	3	58	F#	Db7-Dmaj7
Depressive	Ionian	0	3	58	G	D7-Ebmaj7
Depressive	Ionian	0	3	59	A	F#7-Fmaj7
Depressive	Ionian	0	3	59	Ab	F7-Emaj7
Depressive	Ionian	0	3	59	B	Ab7-Gmaj7
Depressive	Ionian	0	3	59	Bb	G7-F#maj7
Depressive	Ionian	0	3	59	C	A7-Abmaj7
Depressive	Ionian	0	3	59	D	B7-Bbmaj7
Depressive	Ionian	0	3	59	Db	Bb7-Amaj7
Depressive	Ionian	0	3	59	E	Db7-Cmaj7
Depressive	Ionian	0	3	59	Eb	C7-Bmaj7
Depressive	Ionian	0	3	59	F	D7-Dbmaj7
Depressive	Ionian	0	3	59	F#	Eb7-Dmaj7
Depressive	Ionian	0	3	59	G	E7-Ebmaj7
Epic	Ionian	2	3	60	A	Ab7-Gmaj7
Epic	Ionian	2	3	60	Ab	G7-F#maj7
Epic	Ionian	2	3	60	B	Bb7-Amaj7
Epic	Ionian	2	3	60	Bb	A7-Abmaj7
Epic	Ionian	2	3	60	C	B7-Bbmaj7
Epic	Ionian	2	3	60	D	Db7-Cmaj7
Epic	Ionian	2	3	60	Db	C7-Bmaj7
Epic	Ionian	2	3	60	E	Eb7-Dmaj7
Epic	Ionian	2	3	60	Eb	D7-Dbmaj7
Epic	Ionian	2	3	60	F	E7-Ebmaj7
Epic	Ionian	2	3	60	F#	F7-Emaj7
Epic	Ionian	2	3	60	G	F#7-Fmaj7
Uneasiness	Ionian	4	3	61	A	B7-Bbmaj7
Uneasiness	Ionian	4	3	61	Ab	Bb7-Amaj7
Uneasiness	Ionian	4	3	61	B	Db7-Cmaj7
Uneasiness	Ionian	4	3	61	Bb	C7-Bmaj7
Uneasiness	Ionian	4	3	61	C	D7-Dbmaj7
Uneasiness	Ionian	4	3	61	D	E7-Ebmaj7
Uneasiness	Ionian	4	3	61	Db	Eb7-Dmaj7
Uneasiness	Ionian	4	3	61	E	F#7-Fmaj7
Uneasiness	Ionian	4	3	61	Eb	F7-Emaj7
Uneasiness	Ionian	4	3	61	F	G7-F#maj7
Uneasiness	Ionian	4	3	61	F#	Ab7-Gmaj7
Uneasiness	Ionian	4	3	61	G	A7-Abmaj7
Uneasiness	Ionian	4	3	62	A	Db7-Cmaj7
Uneasiness	Ionian	4	3	62	Ab	C7-Bmaj7
Uneasiness	Ionian	4	3	62	B	Eb7-Dmaj7
Uneasiness	Ionian	4	3	62	Bb	D7-Dbmaj7
Uneasiness	Ionian	4	3	62	C	E7-Ebmaj7
Uneasiness	Ionian	4	3	62	D	F#7-Fmaj7
Uneasiness	Ionian	4	3	62	Db	F7-Emaj7
Uneasiness	Ionian	4	3	62	E	Ab7-Gmaj7
Uneasiness	Ionian	4	3	62	Eb	G7-F#maj7
Uneasiness	Ionian	4	3	62	F	A7-Abmaj7
Uneasiness	Ionian	4	3	62	F#	Bb7-Amaj7
Uneasiness	Ionian	4	3	62	G	B7-Bbmaj7
Depressive	Aeolian	0	0	67	A	G7-Cmaj7
Depressive	Aeolian	0	0	67	Ab	F#7-Bmaj7
Depressive	Aeolian	0	0	67	B	A7-Dmaj7
Depressive	Aeolian	0	0	67	Bb	Ab7-Dbmaj7
Depressive	Aeolian	0	0	67	C	Bb7-Ebmaj7
Depressive	Aeolian	0	0	67	D	C7-Fmaj7
Depressive	Aeolian	0	0	67	Db	B7-Emaj7
Depressive	Aeolian	0	0	67	E	D7-Gmaj7
Depressive	Aeolian	0	0	67	Eb	Db7-F#maj7
Depressive	Aeolian	0	0	67	F	Eb7-Abmaj7
Depressive	Aeolian	0	0	67	F#	E7-Amaj7
Depressive	Aeolian	0	0	67	G	F7-Bbmaj7
Epic	Aeolian	2	0	68	A	Fmaj7-G7-Amaj7
Epic	Aeolian	2	0	68	Ab	Emaj7-F#7-Abmaj7
Epic	Aeolian	2	0	68	B	Gmaj7-A7-Bmaj7
Epic	Aeolian	2	0	68	Bb	F#maj7-Ab7-Bbmaj7
Epic	Aeolian	2	0	68	C	Abmaj7-Bb7-Cmaj7
Epic	Aeolian	2	0	68	D	Bbmaj7-C7-Dmaj7
Epic	Aeolian	2	0	68	Db	Amaj7-B7-Dbmaj7
Epic	Aeolian	2	0	68	E	Cmaj7-D7-Emaj7
Epic	Aeolian	2	0	68	Eb	Bmaj7-Db7-Ebmaj7
Epic	Aeolian	2	0	68	F	Dbmaj7-Eb7-Fmaj7
Epic	Aeolian	2	0	68	F#	Dmaj7-E7-F#maj7
Epic	Aeolian	2	0	68	G	Ebmaj7-F7-Gmaj7
Joyful	Lydian	3	4	0	A	A-B-A
Joyful	Lydian	3	4	0	Ab	Ab-Bb-Ab
Joyful	Lydian	3	4	0	B	B-C#-B
Joyful	Lydian	3	4	0	Bb	Bb-C-Bb
Joyful	Lydian	3	4	0	C	C-D-C
Joyful	Lydian	3	4	0	D	D-E-D
Joyful	Lydian	3	4	0	Db	Db-Eb-Db
Joyful	Lydian	3	4	0	E	E-F#-E
Joyful	Lydian	3	4	0	Eb	Eb-F-Eb
Joyful	Lydian	3	4	0	F	F-G-F
Joyful	Lydian	3	4	0	F#	F#-G#-F#
Joyful	Lydian	3	4	0	G	G-A-G
Joyful	Lydian	3	4	1	A	A-B-E-A
Joyful	Lydian	3	4	1	Ab	Ab-Bb-Eb-Ab
Joyful	Lydian	3	4	1	B	B-C#-F#-B
Joyful	Lydian	3	4	1	Bb	Bb-C-F-Bb
Joyful	Lydian	3	4	1	C	C-D-G-C
Joyful	Lydian	3	4	1	D	D-E-A-D
Joyful	Lydian	3	4	1	Db	Db-Eb-Ab-Db
Joyful	Lydian	3	4	1	E	E-F#-B-E
Joyful	Lydian	3	4	1	Eb	Eb-F-Bb-Eb
Joyful	Lydian	3	4	1	F	F-G-C-F
Joyful	Lydian	3	4	1	F#	F#-G#-C#-F#
Joyful	Lydian	3	4	1	G	G-A-D-G
Vital	Lydian	5	4	2	A	A-B-F#m-E
Vital	Lydian	5	4	2	Ab	Ab-Bb-Fm-Eb
Vital	Lydian	5	4	2	B	B-C#-G#m-F#
Vital	Lydian	5	4	2	Bb	Bb-C-Gm-F
Vital	Lydian	5	4	2	C	C-D-Am-G
Vital	Lydian	5	4	2	D	D-E-Bm-A
Vital	Lydian	5	4	2	Db	Db-Eb-Bbm-Ab
Vital	Lydian	5	4	2	E	E-F#-C#m-B
Vital	Lydian	5	4	2	Eb	Eb-F-Cm-Bb
Vital	Lydian	5	4	2	F	F-G-Dm-C
Vital	Lydian	5	4	2	F#	F#-G#-D#m-C#
Vital	Lydian	5	4	2	G	G-A-Em-D
Uneasiness	Ionian	4	3	3	A	A-C#-D-Dm
Uneasiness	Ionian	4	3	3	Ab	Ab-C-Db-Dbm
Uneasiness	Ionian	4	3	3	B	B-D#-E-Em
Uneasiness	Ionian	4	3	3	Bb	Bb-D-Eb-Ebm
Uneasiness	Ionian	4	3	3	C	C-E-F-Fm
Uneasiness	Ionian	4	3	3	D	D-F#-G-Gm
Uneasiness	Ionian	4	3	3	Db	Db-F-Gb-Gbm
Uneasiness	Ionian	4	3	3	E	E-G#-A-Am
Uneasiness	Ionian	4	3	3	Eb	Eb-G-Ab-Abm
Uneasiness	Ionian	4	3	3	F	F-A-Bb-Bbm
Uneasiness	Ionian	4	3	3	F#	F#-A#-B-Bm
Uneasiness	Ionian	4	3	3	G	G-B-C-Cm
Joyful	Ionian	3	3	4	A	A-D
Joyful	Ionian	3	3	4	Ab	Ab-Db
Joyful	Ionian	3	3	4	B	B-E
Joyful	Ionian	3	3	4	Bb	Bb-Eb
Joyful	Ionian	3	3	4	C	C-F
Joyful	Ionian	3	3	4	D	D-G
Joyful	Ionian	3	3	4	Db	Db-Gb
Joyful	Ionian	3	3	4	E	E-A
Joyful	Ionian	3	3	4	Eb	Eb-Ab
Joyful	Ionian	3	3	4	F	F-Bb
Joyful	Ionian	3	3	4	F#	F#-B
Joyful	Ionian	3	3	4	G	G-C
Joyful	Ionian	3	3	5	A	A-D-A-E
Joyful	Ionian	3	3	5	Ab	Ab-Db-Ab-Eb
Joyful	Ionian	3	3	5	B	B-E-B-F#
Joyful	Ionian	3	3	5	Bb	Bb-Eb-Bb-F
Joyful	Ionian	3	3	5	C	C-F-C-G
Joyful	Ionian	3	3	5	D	D-G-D-A
Joyful	Ionian	3	3	5	Db	Db-Gb-Db-Ab
Joyful	Ionian	3	3	5	E	E-A-E-B
Joyful	Ionian	3	3	5	Eb	Eb-Ab-Eb-Bb
Joyful	Ionian	3	3	5	F	F-Bb-F-C
Joyful	Ionian	3	3	5	F#	F#-B-F#-C#
Joyful	Ionian	3	3	5	G	G-C-G-D
Vital	Ionian	5	3	6	A	A-D-E
Vital	Ionian	5	3	6	Ab	Ab-Db-Eb
Vital	Ionian	5	3	6	B	B-E-F#
Vital	Ionian	5	3	6	Bb	Bb-Eb-F
Vital	Ionian	5	3	6	C	C-F-G
Vital	Ionian	5	3	6	D	D-G-A
Vital	Ionian	5	3	6	Db	Db-Gb-Ab
Vital	Ionian	5	3	6	E	E-A-B
Vital	Ionian	5	3	6	Eb	Eb-Ab-Bb
Vital	Ionian	5	3	6	F	F-Bb-C
Vital	Ionian	5	3	6	F#	F#-B-C#
Vital	Ionian	5	3	6	G	G-C-D
Joyful	Ionian	3	3	7	A	A-D-E-A
Joyful	Ionian	3	3	7	Ab	Ab-Db-Eb-Ab
Joyful	Ionian	3	3	7	B	B-E-F#-B
Joyful	Ionian	3	3	7	Bb	Bb-Eb-F-Bb
Joyful	Ionian	3	3	7	C	C-F-G-C
Joyful	Ionian	3	3	7	D	D-G-A-D
Joyful	Ionian	3	3	7	Db	Db-Gb-Ab-Db
Joyful	Ionian	3	3	7	E	E-A-B-E
Joyful	Ionian	3	3	7	Eb	Eb-Ab-Bb-Eb
Joyful	Ionian	3	3	7	F	F-Bb-C-F
Joyful	Ionian	3	3	7	F#	F#-B-C#-F#
Joyful	Ionian	3	3	7	G	G-C-D-G
Vital	Ionian	5	3	8	A	A-D-E-D
Vital	Ionian	5	3	8	Ab	Ab-Db-Eb-Db
Vital	Ionian	5	3	8	B	B-E-F#-E
Vital	Ionian	5	3	8	Bb	Bb-Eb-F-Eb
Vital	Ionian	5	3	8	C	C-F-G-F
Vital	Ionian	5	3	8	D	D-G-A-G
Vital	Ionian	5	3	8	Db	Db-Gb-Ab-Gb
Vital	Ionian	5	3	8	E	E-A-B-A
Vital	Ionian	5	3	8	Eb	Eb-Ab-Bb-Ab
Vital	Ionian	5	3	8	F	F-Bb-C-Bb
Vital	Ionian	5	3	8	F#	F#-B-C#-B
Vital	Ionian	5	3	8	G	G-C-D-C
Vital	Ionian	5	3	9	A	A-D-E-F#m
Vital	Ionian	5	3	9	Ab	Ab-Db-Eb-Fm
Vital	Ionian	5	3	9	B	B-E-F#-G#m
Vital	Ionian	5	3	9	Bb	Bb-Eb-F-Gm
Vital	Ionian	5	3	9	C	C-F-G-Am
Vital	Ionian	5	3	9	D	D-G-A-Bm
Vital	Ionian	5	3	9	Db	Db-Gb-Ab-Bbm
Vital	Ionian	5	3	9	E	E-A-B-C#m
Vital	Ionian	5	3	9	Eb	Eb-Ab-Bb-Cm
Vital	Ionian	5	3	9	F	F-Bb-C-Dm
Vital	Ionian	5	3	9	F#	F#-B-C#-D#m
Vital	Ionian	5	3	9	G	G-C-D-Em
Vital	Mixolydian	5	5	10	A	A-D-G-A
Vital	Mixolydian	5	5	10	Ab	Ab-Db-Gb-Ab
Vital	Mixolydian	5	5	10	B	B-E-A-B
Vital	Mixolydian	5	5	10	Bb	Bb-Eb-Ab-Bb
Vital	Mixolydian	5	5	10	C	C-F-Bb-C
Vital	Mixolydian	5	5	10	D	D-G-C-D
Vital	Mixolydian	5	5	10	Db	Db-Gb-B-Db
Vital	Mixolydian	5	5	10	E	E-A-D-E
Vital	Mixolydian	5	5	10	Eb	Eb-Ab-Db-Eb
Vital	Mixolydian	5	5	10	F	F-Bb-Eb-F
Vital	Mixolydian	5	5	10	F#	F#-B-E-F#
Vital	Mixolydian	5	5	10	G	G-C-F-G
Joyful	Ionian	3	3	11	A	A-D-Bm-E
Joyful	Ionian	3	3	11	Ab	Ab-Db-Bbm-Eb
Joyful	Ionian	3	3	11	B	B-E-C#m-F#
Joyful	Ionian	3	3	11	Bb	Bb-Eb-Cm-F
Joyful	Ionian	3	3	11	C	C-F-Dm-G
Joyful	Ionian	3	3	11	D	D-G-Em-A
Joyful	Ionian	3	3	11	Db	Db-Gb-Ebm-Ab
Joyful	Ionian	3	3	11	E	E-A-F#m-B
Joyful	Ionian	3	3	11	Eb	Eb-Ab-Fm-Bb
Joyful	Ionian	3	3	11	F	F-Bb-Gm-C
Joyful	Ionian	3	3	11	F#	F#-B-G#m-C#
Joyful	Ionian	3	3	11	G	G-C-Am-D
Uneasiness	Ionian	4	3	12	A	A-D-C#m-F#
